_id,name,bID,address,tel,category,mainMn,price,menu,opngTm,rating,rvwCnt,img,tags
574,황준호베이커리,,서울시 성북구 안암동5가 146-27,02-928-9542,베이커리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,09:00 - 23:00,3.7,28,https://mp-seoul-image-production-s3.mangoplate.com/186740/234704_1454514579305_153003,"크림, 슈, 슈, 베이비, 빵"
575,해몽,,서울시 강남구 논현동 107-11,02-515-6080,고기 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,17:00 - 24:00,4.3,39,https://mp-seoul-image-production-s3.mangoplate.com/50160/753280_1596764877130_4897,"갈비뼈, 목, 목, 식용, 보스"
576,D_51,,서울시 마포구 합정동 359-36,02-6085-5014,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,12:00 - 22:00,4.2,14,https://mp-seoul-image-production-s3.mangoplate.com/651729_1518276122127988.jpg,"파스타, 날짜, 내부, 조용, 좋아"
577,봉밀가,,서울시 강남구 삼성동 8-1,02-546-2305,국수 / 면 요리,평양메밀물국수,"10,000원","평양메밀물국수:10,000원//뜨거운돌메밀:9,500원//평양메밀비빔국수:10,000원//면많이(평양메밀물국수/평양메밀비빔국수):11,000원//기장돌냄비우동:8,500원//",11:30 - 22:00,4.3,59,https://mp-seoul-image-production-s3.mangoplate.com/217844/508772_1459072253337_20597,"평양, 누들, 차갑고, 벅밀, 누들"
578,양식당더램키친,,서울시 강남구 신사동 529-6,02-3445-9283,기타 중식,양갈비 (250g),28600,"양갈비 (250g):28,600원//양소금구이 (170g):24,200원//파절이:19,800원/",월-금: 18:00 - 24:00 토-일: 18:00 - 23:00,4.4,65,https://mp-seoul-image-production-s3.mangoplate.com/13010_1420060443782,"양고기, 리브, 좋은 냄새, 맛있는 냄새"
579,로프트,,서울시 강남구 신사동 539-1 2F,02-540-6639,칵테일 / 와인,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,일-목: 17:30 - 02:00 금-토: 17:00 - 03:00,4.4,70,https://mp-seoul-image-production-s3.mangoplate.com/620305_1578236075405327.jpg,"와인, 로프트, 와인, 좋은, 좋은, 이벤트"
580,버섯집,,서울시 성동구 성수동1가 668-34,02-3409-8887,탕 / 찌개 / 전골,버섯생불고기전골,"15,000원","버섯생불고기전골:15,000원//버섯육개장:7,500원//들깨버섯탕:7,500원//눈꽃버섯탕:9,500원//",11:00 - 22:00,3.9,23,https://mp-seoul-image-production-s3.mangoplate.com/280065/690394_1485059314533_142260,"버섯, 머쉬룸, 불고기, 버라이어티, 콜더"
581,파넬카페,,서울시 강남구 신사동 649-2 1-2F,02-511-6492,브런치 / 버거 / 샌드위치,아메리카노,4500,"아메리카노:4,500원/",10:00 - 22:00,4.3,52,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/19130_1486724862141212.jpg,"와그, 요거트, 무디테, 아이볼, 페투치니"
582,스시 시미즈,,서울시 강남구 신사동 631-18 B1,02-543-0887,회 / 스시,점심 스시 오마카세,88000,"점심 스시 오마카세:88,000원//저녁 스시 오마카세:155,000원//저녁 사시미 오마카세:185,000원/",11:30 - 22:00,4.4,8,https://mp-seoul-image-production-s3.mangoplate.com/333897/1227868_1594645615576_10668,"좋은, 스시, 아로이, 스시미즈, 기억기상권"
583,듁스커피,,서울시 마포구 당인동 24-11,02-323-2007,카페 / 디저트,듁스화이트,4500,"듁스화이트:4,500원/",월-금: 09:00 - 18:00 토-일: 11:00 - 19:00,4.6,122,https://mp-seoul-image-production-s3.mangoplate.com/259683/242164_1476948109674_28455,"커피, 라떼, 콩, 쇼룸, 필터"
584,루틴,,서울시 성북구 동선동3가 230 1F,02-6489-4589,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 22:00,3.9,10,https://mp-seoul-image-production-s3.mangoplate.com/664803_1598785921905703.jpg,"일상, 무거트, 카페, 모카,센트"
585,58도씨,,서울시 성북구 안암동5가 103-99,"
카페 / 디저트
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,21:00,3.9,23,https://mp-seoul-image-production-s3.mangoplate.com/550856_1505638726643743.jpg,"아남, 58도, 학위, 학생, 차"
586,쿠이도라쿠라멘,,서울시 성북구 안암동5가 85-3,02-929-9290,라멘 / 소바 / 우동,돈코츠 라멘,6000,"돈코츠 라멘:6,000원//매운 돈코츠 라멘:6,000원//도코츠 차슈 라멘:7,000원/",11:00 - 21:30,3.4,78,https://mp-seoul-image-production-s3.mangoplate.com/41202_1424061948111,"라면, 무한, 애넘, 리필, 코트"
587,TBD,,서울시 성동구 성수동1가 16-22,02-465-3334,칵테일 / 와인,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 18:00 - 24:00 토-일: 12:00 - 24:00,4.3,52,https://mp-seoul-image-production-s3.mangoplate.com/1531204_1598927409698173.jpg,"샌드위치, 와인, TBD, 샌드위치, 바게트"
588,스시산,,서울시 성북구 성북동1가 65,02-766-3730,회 / 스시,특선초밥,"15,000원","특선초밥:15,000원//",11:30 - 22:30,3.5,15,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/471840_1487153961116725.jpg,"초밥, 스시산, 나가사키, 한성, 참폰"
589,포가,,서울시 마포구 연남동 228-2 2F,"
정통 중식 / 일반 중식
",업데이트 준비중입니다.,해파리냉채,"7,000원","해파리냉채:7,000원//돼지껍데기무침:9,000원//오향장육:19,000원//마파두부:15,000원//라조기:18,000원//",15:00 - 17:30,4.4,61,https://mp-seoul-image-production-s3.mangoplate.com/334414/636020_1515424576030_20224,"마늘, 포가, 덤플링, 강풍, 중국어"
590,츄이구이브레드,,서울시 마포구 서교동 464-12  세원빌딩 1F,02-2608-9393,베이커리,버터프레첼,"4,400원","버터프레첼:4,400원//버터쫀득이 치아바타:6,000원//토마토치즈치아바타:5,500원//",12:00 - 19:00,4.3,38,https://mp-seoul-image-production-s3.mangoplate.com/658547_1505976525539892.jpg,"치아바타, 베이커리, 프레첼, 아바타, 구매"
591,툭툭누들타이,,서울시 마포구 연남동 223-15 1F,070-4407-5130,태국 음식,툭툭누들,13000,"툭툭누들:13,000원//똠얌꿍:16,000원//꾸어이띠여우남느아:11,000원//팟타이꿍:13,000원//뿌님팟퐁커리:27,000원/",14:00 - 23:00,4.1,317,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/273400_1458023885391657.jpg,"턱, 타이, 커리, 툭툭, 포트"
592,금왕돈까스,,서울시 성북구 성북동 256-2,02-763-9366,기타 한식,안심돈까스,10000,"안심돈까스:10,000원//등심돈까스:9,500원//금왕정식:11,000원//생선까스:10,000원//함박스테이크:10,000원/",10:00 - 21:00,3.2,30,https://mp-seoul-image-production-s3.mangoplate.com/2731/400_1448981345803_1500730,"돼지고기, 커틀릿, 커틀릿, 성북, 올드"
593,지아니스나폴리,,서울시 강남구 신사동 541-6 2F,02-3416-0316,이탈리안,감베리 크레마,17500,"감베리 크레마:17,500원//그랑끼오 로쏘:18,500원//마리나라:14,000원//레지나:21,000원//고르곤졸라:18,000원/",11:30 - 22:30,4.3,222,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_1464954273518671.jpg,"피자, 파스타, 크레마, 나폴리, 맛있는"
594,우동가조쿠,,서울시 성동구 성수동2가 301-53,"
라멘 / 소바 / 우동
","우동,소바",붓가케우동,"5,500원","붓가케우동:5,500원//가마타마:6,000원//가조쿠우동:7,000원//육육우동:7,000원//라유멘:7,500원//",매일 11:00 - 20:00,4,7,https://mp-seoul-image-production-s3.mangoplate.com/800183_1596898285378077.jpg,"가조쿠우, 메이즈, 윈터, 가조쿠동, 우돈"
595,쿠나,,서울시 성동구 성수동2가 302-8 105호,010-8008-1028,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4.1,6,https://mp-seoul-image-production-s3.mangoplate.com/1050051_1599287835197809.jpg,"뇨치, 다리, 문어, 초대, 음식"
596,미스터국밥,,서울시 성북구 안암동5가 94-2,02-928-9938,탕 / 찌개 / 전골,소고기국밥,"6,000원","소고기국밥:6,000원//순대국밥:7,000원//라면국밥:5,000원//보쌈정식:8,000원//미스터국밥:6,000원//",00:00 - 24:00,3.9,8,https://mp-seoul-image-production-s3.mangoplate.com/341739_1510022033086374.jpg,"현금, 보삼, 국밥, 보삼정식, 24"
597,소이연남,,서울시 마포구 연남동 229-67 1F,02-323-5130,태국 음식,소고기국수,9500,"소고기국수:9,500원//똠얌누들:12,000원//카오카무:12,000원//소이뽀삐아:13,000원//쏨땀:12,000원/",11:30 - 21:45,4.1,255,https://mp-seoul-image-production-s3.mangoplate.com/186897/191512_1473595398239_32930,"면, 쌀, 소이, 타이,연"
598,카츠바이콘반,,서울시 강남구 신사동 647-22,02-547-3903,까스 요리,로스카츠 정식,"15,000원","로스카츠 정식:15,000원//히레카츠 정식:17,000원//치킨 카라아게 2pcs:3,000원//히토쿠치(한입) 카레:3,500원//로스카츠 단품:11,000원//",월-금: 11:30 - 21:00 토-일: 12:00 - 21:00,4.5,48,https://mp-seoul-image-production-s3.mangoplate.com/516849_1574408760036619.jpg,"콘반, 돈카쓰, 옷, 포크, 로스"
599,쿠시무라,,서울시 마포구 상수동 341-5,02-333-2650,이자카야 / 오뎅 / 꼬치,타코와사비,7000,"타코와사비:7,000원//야끼 멘타이꼬:12,000원//쿠시세트 A:12,000원//쿠시무라세트:24,000원//야끼오니기리:3,000원/",19:00 - 04:00,4.3,24,https://mp-seoul-image-production-s3.mangoplate.com/17883/47750_1425146869033,"구시무라, 스케이워, 이자카야, 치킨, 시티"
600,카터알망,,서울시 성동구 옥수동 561 래미안옥수리버젠 상가 1F,070-7736-6289,베이커리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,09:30 - 22:00,3.8,11,https://mp-seoul-image-production-s3.mangoplate.com/455538_1575881063216293.jpg,"프레첼, 카터, 바첼, 프레스, 이웃"
601,자그마치,,서울시 성동구 성수동2가 317-12,070-4409-7700,카페 / 디저트,아메리카노,5000,"아메리카노:5,000원//카페라떼:5,500원//플랫화이트:5,000원/",11:00 - 23:00,3.9,128,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/54011_1456926834781673.jpg,"케이크, 카롯, 성수, 카페, 플랫"
602,낙원스낵,,서울시 성동구 행당동 4-13,02-2297-1540,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,17:00 - 04:00,3.7,24,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/684068_1483586717993619.jpg,"피자, 옥수수, 맥주, 약, 파라다이스"
603,삐아프,,서울시 강남구 신사동 523-31,02-545-0317,카페 / 디저트,봉봉 15구 세트,39000,"봉봉 15구 세트:39,000원//봉봉 10구 세트:27,000원//봉봉 6구 세트:17,000원/",12:00 - 19:30,4.5,51,https://mp-seoul-image-production-s3.mangoplate.com/851442_1504963162996949.jpg,"초콜릿, 피아프, 마카롱, 초콜릿, 에디션"
604,네임드에스프레소,,서울시 성북구 동소문동1가 8,02-765-5556,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.6,19,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/334809/777980_1598794869629,"커피, 우유, 콩, 환앙시, 쿠키"
605,피초코랩,,서울시 성동구 성수동1가 685-315,02-512-0565,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 17:00,4.1,24,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/2392_1490748445200639.jpg,"초콜릿, 초콜릿, 빈투바, 카카오, 빈투바"
606,전투떡볶이,,서울시 마포구 서교동 358-68 2F,02-871-4410,기타 한식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,14:00 - 22:30,4.3,14,https://mp-seoul-image-production-s3.mangoplate.com/402325/743008_1596381487640_27629,"새우, 떡볶이, 덴푸라, 프리즈, 배틀"
607,봉화묵집,,서울시 성북구 정릉동 488-1,02-918-1668,한정식 / 백반 / 정통 한식,업데이트 준비중입니다.,"7,000원","메밀묵:7,000원//손칼국수:7,000원//손만두:7,000원//부침:6,000원//동동주:5,000원//",11:00 - 19:00,4,20,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27597_1474099859824191.jpg,"김치, 쌀, 덩굴, 누들, 묵사발"
608,투고샐러드,,서울시 성북구 동선동3가 234,02-999-2217,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 10:00 - 22:00 토-일: 11:00 - 21:00,3.7,29,https://mp-seoul-image-production-s3.mangoplate.com/184705_1441909397462.jpg,"샐러드, 야채, 목, 성신, 여성"
609,몽중식,,서울시 마포구 연남동 227-15,02-335-7567,정통 중식 / 일반 중식,런치코스,"25,000원","런치코스:25,000원//디너A코스:50,000원//디너B코스:75,000원//디너C코스:95,000원//",11:00 - 21:30,4.4,19,https://mp-seoul-image-production-s3.mangoplate.com/513273_1598711155266665.jpg,"중국어, 스토리텔링, 구글, 영화, 공"
610,프랑스포차,,서울시 성동구 성수동2가 315-30,02-3144-9191,프랑스 음식,슈크르트,"23,000원","슈크르트:23,000원//브이야베스:29,000원//꼬꼬뱅:27,000원//도피노아즈:18,000원//",월-금: 11:30 - 24:00 토-일: 16:00 - 24:00,3.8,11,https://mp-seoul-image-production-s3.mangoplate.com/436911_1511449230335166.jpg,"프랑스, 코코빈, 라티투이, 부야베스, 도피노이즈"
611,백소정,,서울시 성북구 안암동5가 15-57 2F,02-926-2022,정통 일식 / 일반 일식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.8,10,https://mp-seoul-image-production-s3.mangoplate.com/122601_1596802167268409.jpg,"소바, 애넘, 마제소바, 미로, 세트"
612,더파머스카페,,서울시 성동구 성수동1가 656-1083,02-464-4222,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 23:30,4.1,11,https://mp-seoul-image-production-s3.mangoplate.com/619788_1594716262877819.jpg,"초콜릿, 뜨거운, 술, 고양이, 커피"
613,스탠다드 빌라,,서울시 성동구 옥수동 285-60 1F,02-2294-2234,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.8,13,https://mp-seoul-image-production-s3.mangoplate.com/346324/1196871_1591814179175_27849,"파스타, 바실, 바실페스토, 예약, 가정제"
614,멘야코노하,,서울시 성동구 성수동1가 656-639,070-7723-3159,라멘 / 소바 / 우동,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 21:00,3.9,4,https://mp-seoul-image-production-s3.mangoplate.com/47875_1593594648306756.jpg,"라면, 니보시, 시오라멘, 메냐코노하케어, 국화"
615,능라도,,서울시 강남구 역삼동 655-12,02-569-8939,국수 / 면 요리,평양냉면,12000,"평양냉면:12,000원//비빔면:12,000원//접시만두:11,000원/",11:20 - 21:30,4.3,105,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/58228_1447771640244.jpg,"평양, 누들, 차갑고, 덤플링, 브로스"
616,문화식당,,서울시 성동구 성수동2가 310-21 2F,02-465-9007,퓨전 양식,오무라이스,"12,000원","오무라이스:12,000원//문화식당삼합:18,000원//샐러드파스타:13,000원//제육덮밥:9,000원//생맥주(에델바이스):8,000원//",월-토: 11:30 - 23:30 일: 12:00 - 21:30,3.7,15,https://mp-seoul-image-production-s3.mangoplate.com/396855/1781081_1599060497324_24,"오미스, 트라이어드, 굿, 플럼, 소스"
617,소르빌로,,서울시 성북구 동선동1가 92-3,02-919-4525,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,12:00 - 21:30,3.5,12,https://mp-seoul-image-production-s3.mangoplate.com/244376/512866_1484738250407_10991,"스테이크, 떡볶이, 파스타, 화이트, 형제"
618,릴린,,서울시 마포구 연남동 381-3,010-6225-6036,다국적 아시아 음식,mie goreng / 미고랭,"10,000원","mie goreng / 미고랭:10,000원//nasi goreng / 나시고랭:10,000원//pork rib / 폭립:14,000원//pisang goreng /바나나튀김:5,000원//해산물토마토커리:18,000원//",11:30 - 22:00,4.2,53,https://mp-seoul-image-production-s3.mangoplate.com/52481_1598961600637571.jpg,"미고랑, 커리, 인도네시아, 맛있는 나시고랑"
619,카페오롯,,서울시 성동구 성수동1가 13-428,02-2292-2223,카페 / 디저트,아메리카노,3600,"아메리카노:3,600원/",월-금: 10:00 - 23:00 토-일: 11:00 - 23:00,3.9,6,https://mp-seoul-image-production-s3.mangoplate.com/448864_1508671332288547.jpg,"접시, 토스트, 골목, 프랑스, 커피"
620,소담식당,,서울시 성북구 안암동5가 101-11,"
한정식 / 백반 / 정통 한식
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.6,9,https://mp-seoul-image-production-s3.mangoplate.com/847182_1504494090968798.jpg,"해고, 두부, 직통, 고기, 튀김"
621,제이스케이크,,서울시 성북구 성북동 350-17 1F,02-762-4810,카페 / 디저트,건강한 케이크,"7,700원","건강한 케이크:7,700원//스페셜 디저트:18,000원//홈메이드 파이:7,000원//",12:00 - 21:00,3.6,14,https://mp-seoul-image-production-s3.mangoplate.com/104687_1440426644733,"케이크, 당근, 케이크, 뷰, 치즈케이크"
622,산울림1992,,서울시 마포구 창전동 5-138,02-334-0118,전통 주점 / 포차,치즈 감자전,22000,"치즈 감자전:22,000원//목살 묵은지 김치찜:24,000원//설도 육전:28,000원//해물 파전:20,000원//수비드 된장 맥적:22,000원/",월-토: 17:00 - 01:30 일: 15:00 - 24:00,4.6,153,https://mp-seoul-image-production-s3.mangoplate.com/584169_1547480999387724.jpg,"막걸리, 감자, 산울림, 치즈, 전통"
623,더청춘,,서울시 강남구 신사동 644-10 대주빌딩 1F,02-548-4902,전통 주점 / 포차,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-토: 17:00 - 05:00 일: 17:00 - 02:00,4.4,16,https://mp-seoul-image-production-s3.mangoplate.com/461581_1498233444897647.jpg,"해산물, 청소년, 압구정, 문어, 음료수"
624,오후홍콩,,서울시 성북구 동선동1가 85-115,02-6497-6787,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 22:00,3.3,9,https://mp-seoul-image-production-s3.mangoplate.com/1378703_1596719507233198.jpg,"우유, 차, 대학, 피네애플, 성신"
625,농민백암순대,,서울시 강남구 대치동 896-33,02-555-9603,탕 / 찌개 / 전골,국밥,8000,"국밥:8,000원//술국:17,000원//토종순대:10,000원//모듬수육:28,000원//오소리감투:15,000원/",월-금: 11:10 - 21:00 토: 11:10 - 15:30,4.4,160,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/9388_1450300886725.jpg,"순대국, 순대, 백암, 수프, 설릉"
626,마장동한우촌,,서울시 성동구 마장동 439-1 마장동 먹자타운,02-2281-9292,고기 요리,한우갈비탕,"13,000원","한우갈비탕:13,000원//한우 설렁탕:8,000원//한우 국밥:6,000원//차돌된장찌개:7,000원//김치찌개:7,000원//",11:00 - 23:00,3.7,13,https://mp-seoul-image-production-s3.mangoplate.com/691340_1500221330325715.jpg,"한우, 고기, 맛있고, 식탁, 후지"
627,녹마이,,서울시 성동구 성수동1가 656-805 102호,02-461-6574,태국 음식,팟탓이 꿍,"10,000원","팟탓이 꿍:10,000원//쏨땀:9,000원//뿌팟퐁커리:21,000원//게살볶음밥:8,000원//똠양라면:6,500원//",11:00 - 21:00,3.8,30,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/112555_1476524580092697.jpg,"타이, 포타이, 폰트, 푸프, 라이스"
628,마이란,,서울시 성북구 동선동1가 85-96 1F,02-922-6793,퓨전 양식,새우알리오올리오,"9,900원","새우알리오올리오:9,900원//토마토,매콤토마토, 데미글라스소스 오믈렛 + 구운새우 + 미트볼 + 모듬토핑:7,900원//",월요일 00:00 - 00:01,3.7,8,https://mp-seoul-image-production-s3.mangoplate.com/814403_1585036101823501.jpg,"오믈렛, 아레아락스, 시티, 해방, 마이언"
629,헤이보울,,서울시 성동구 성수동2가 321-70 1F,070-8845-6847,기타 양식,업데이트 준비중입니다.,"9,900원","옐로우:9,900원//라즈베리바질:8,900원//퍼플:9,400원//그린:8,900원//에스프레소:4,000원//","

                      식당 홈페이지로 가기
                    
",4,21,https://mp-seoul-image-production-s3.mangoplate.com/1514074_1598882277755657.jpg,"스무디, 볼, 헤이, 볼, 볼"
630,더페이머스램,,서울시 마포구 서교동 447-7,02-334-2352,브런치 / 버거 / 샌드위치,조식 (음료미포함),9000,"조식 (음료미포함):9,000원//아메리카노:5,500원//카페라떼:6,000원/",08:00 - 23:00,4.2,91,https://mp-seoul-image-production-s3.mangoplate.com/supporters_admin/otnctuix1ptdjh.jpg,"아침, 빵, 버핏, 여행, 빈스"
631,레이어57,,서울시 성동구 성수동2가 276-8,02-461-7725,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 21:00,3.8,17,https://mp-seoul-image-production-s3.mangoplate.com/439236_1497236419498164.jpg,"스튜디오, 카페, 힙합, 준, 커피"
632,스시치카라,,서울시 마포구 합정동 361-30 1F,02-6052-8139,회 / 스시,런치오마카세,"35,000원","런치오마카세:35,000원//디너오마카세:60,000원//",12:00 - 21:00,4.3,19,https://mp-seoul-image-production-s3.mangoplate.com/413467/937817_1599559565376_13260,"피니셔, 스시치카라, 디너,피크, 니기리"
633,일미락,,서울시 성동구 성수동1가 13-160,02-499-9293,고기 요리,통삼겹살,"17,000원","통삼겹살:17,000원//통목살:17,000원//통생갈비:17,000원//제주해장국:12,000원//갱시기칼국수:7,000원//",12:00 - 24:00,4,16,https://mp-seoul-image-production-s3.mangoplate.com/264231/578022_1469788808279_9918,"배, 돼지고기, 고기, 잡초, 리브"
634,카린지 ,,서울시 성동구 성수동1가 656-629,"
까스 요리
",업데이트 준비중입니다.,카린지카레,"8,500원","카린지카레:8,500원//아보카도키마카레:12,000원//카린지카츠카레:11,000원//버터치킨카레:10,000원//우설비프카레:17,000원//",15:00 - 17:15,4,40,https://mp-seoul-image-production-s3.mangoplate.com/1338625_1598686122291056.jpg,"카레, 키마케어, 토마토, 아보카도, 카츠"
635,노들강,,서울시 강남구 논현동 184-18,02-517-6044,해산물 요리,홍어삼합,65000,"홍어삼합:65,000원//홍어회:50,000원//홍어삼합:65,000원//민어탕 (중):50,000원//홍어탕:30,000원/",11:30 - 22:00,4.4,10,https://mp-seoul-image-production-s3.mangoplate.com/12738/218307_1457850105810_29430,"마이너, 피쉬, 남도, 신논현,밍글"
636,항구도시연구소,,서울시 성동구 옥수동 285-32,070-4155-4736,카페 / 디저트,딸기토스트,"9,000원","딸기토스트:9,000원//오미자몽 스쿼시:6,500원//",20:00,3.8,16,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/725936_1488076324430561.jpg,"토스트, 헤이븐,옥수,부산,도시"
637,마이 314,,서울시 성동구 옥수동 314-4,02-6406-5130,태국 음식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4.2,11,https://mp-seoul-image-production-s3.mangoplate.com/1191523_1597636502329405.jpg,"가게, 옥수, 박사, 테이블, 주차"
638,김수사,,서울시 강남구 논현동 4-19 혜정빌딩 1F,02-542-5235,회 / 스시,런치 사시미,50000,"런치 사시미:50,000원//런치 스시:50,000원//디너 특사시미:90,000원//디너 사시미:70,000원//디너 스시:70,000원/",11:30 - 22:00,4.4,69,https://mp-seoul-image-production-s3.mangoplate.com/93350_1420791450913,"스시, 수, 김, 코스"
639,투고샐러드,,서울시 성북구 안암동5가 93-9,02-953-6070,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 21:00,3.9,9,https://mp-seoul-image-production-s3.mangoplate.com/341739_1497347961368268.jpg,"샐러드, 모짜렐라,넥, 살라데이, 치즈"
640,르프리크,,,070-7576-3446,브런치 / 버거 / 샌드위치,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 21:00,3.9,15,https://mp-seoul-image-production-s3.mangoplate.com/409626/409704_1596776443640_1720,"버거, 서명, 카두, 치킨, 무대"
641,오스테리아샘킴,,서울시 마포구 합정동 386-37,02-324-3338,이탈리안,구운새우와 시칠리아 가지요리,18000,"구운새우와 시칠리아 가지요리:18,000원//관자구이와 라디치오:23,000원//문어와 마늘종 스파게티니:25,000원//프로슈토와 루꼴라 샐러드:17,000원//멜란자네:18,000원/",11:30 - 22:00,4.5,158,https://mp-seoul-image-production-s3.mangoplate.com/332941_1501170912709912.jpg,"샘킴, 멜란자, 오스테리아, 파스타, 샘"
642,지아니스나폴리,,서울시 강남구 역삼동 669-18 B1,02-566-0501,이탈리안,홍합 나티보,17000,"홍합 나티보:17,000원//프레스케 봉골레:18,000원//만조 크림 리조또:23,000원//마르게리따 디 부꽐라:18,000원//오르또라나:18,500원/",11:30 - 22:30,4.5,264,https://mp-seoul-image-production-s3.mangoplate.com/13474_1497530257857705.jpg,"피자, 파스타, 크림, 맛있고 빵"
643,야키토리묵,,서울시 마포구 연남동 223-102 1F,"	070-8835-3433",이자카야 / 오뎅 / 꼬치,야키토리 묵 오마카세 3.5,"35,000원","야키토리 묵 오마카세 3.5:35,000원//야키토리 묵 오마카세 1.8:18,000원//","

                      식당 홈페이지로 가기
                    
",4.2,29,https://mp-seoul-image-production-s3.mangoplate.com/407291_1597498781156685.jpg,"야키토리, 연골, 오마카제, 오마카세,묵"
644,마이셰프,,서울시 성북구 안암동5가 103-9,070-7799-6768,기타 양식,업데이트 준비중입니다.,"7,500~9,900원","샐러드:7,500~9,900원//파스타:10,000~15,000원//",11:00 - 21:00,3.6,12,https://mp-seoul-image-production-s3.mangoplate.com/1062976_1589290150814315.jpg,"아남, 파스타, 리소토, 크림, 카보나라"
645,사월의물고기,,서울시 마포구 성산동 625-8 2F,010-5385-3117,카페 / 디저트,라즈베리 바질 스콘,"4,300원","라즈베리 바질 스콘:4,300원//쑥 비엔나 (HOT):6,500원//베이킹클래스:변동//라우겐 스콘:3,500원//쑥 까눌레:3,000원//",월요일 휴무,4.1,51,https://mp-seoul-image-production-s3.mangoplate.com/620766_1499956867119348.jpg,"4월,200,4월, 폐쇄, 재개"
646,꾸아,,서울시 성동구 성수동1가 668-59 B1,02-6497-0056,베트남 음식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.9,9,https://mp-seoul-image-production-s3.mangoplate.com/44699_1599784506757715.jpg,"면, 쌀, 서, 하노이, 비에트나메스"
647,선화슈퍼,,서울시 성북구 동선동2가 25,02-925-4627,일반 주점,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.9,5,https://mp-seoul-image-production-s3.mangoplate.com/1182605_1597243420208518.jpg,"슈퍼마켓, 스낵, 아소, 바지, 크리스피"
648,재주식탁,,서울시 성동구 성수동1가 31-17 1F,02-498-0984,퓨전 한식,새우토마토렌틸카레,8000,"새우토마토렌틸카레:8,000원//청양바지락카레:8,500원//치즈버터치킨카레:9,000원/",월-금: 11:30 - 20:30 토-일: 12:00 - 20:30,4,85,https://mp-seoul-image-production-s3.mangoplate.com/243168/53774_1577756411326_39121,"카레, 청양, 버터, 제주, 렌즈콩"
